,enter_time,leave_time
flow_294_0,3188.0,3275.0
flow_6909_0,3191.0,3261.0
flow_6910_0,3198.0,3303.0
flow_1386_0,3201.0,3282.0
flow_1387_0,3203.0,3255.0
flow_1391_0,3212.0,3284.0
flow_1361_0,3214.0,3310.0
flow_1394_0,3215.0,3286.0
flow_1395_0,3217.0,3270.0
flow_303_0,3219.0,3271.0
flow_1397_0,3221.0,3356.0
flow_310_0,3235.0,3287.0
flow_1406_0,3241.0,3294.0
flow_1407_0,3245.0,3360.0
flow_1822_0,3249.0,3318.0
flow_2959_0,3260.0,3329.0
flow_6536_0,3263.0,3316.0
flow_2483_0,3264.0,3356.0
flow_2975_0,3265.0,3334.0
flow_5951_0,3266.0,3361.0
flow_2979_0,3268.0,3337.0
flow_6920_0,3268.0,3453.0
flow_1413_0,3285.0,3362.0
flow_1418_0,3294.0,3365.0
flow_1420_0,3297.0,3409.0
flow_6923_0,3299.0,3457.0
flow_1421_0,3300.0,3388.0
flow_1338_0,3302.0,3373.0
flow_1422_0,3302.0,3393.0
flow_1424_0,3305.0,3395.0
flow_2998_0,3312.0,3453.0
flow_1431_0,3315.0,3367.0
flow_4237_0,3315.0,3398.0
flow_4248_0,3317.0,3436.0
flow_4283_0,3320.0,3441.0
flow_6925_0,3323.0,3419.0
flow_6927_0,3326.0,3423.0
flow_1437_0,3327.0,3411.0
flow_6524_0,3330.0,3459.0
flow_6929_0,3333.0,3425.0
flow_334_0,3335.0,3388.0
flow_6529_0,3336.0,3428.0
flow_702_0,3339.0,3430.0
flow_1450_0,3343.0,3443.0
flow_2905_0,3346.0,3410.0
flow_1452_0,3349.0,3414.0
flow_2960_0,3361.0,3436.0
flow_2446_0,3362.0,3462.0
flow_340_0,3363.0,3440.0
flow_314_0,3364.0,3435.0
flow_2966_0,3364.0,nan
flow_1399_0,3364.0,3464.0
flow_2993_0,3366.0,3442.0
flow_264_0,3367.0,3437.0
flow_5862_0,3368.0,3472.0
flow_3003_0,3369.0,3445.0
flow_1402_0,3370.0,3476.0
flow_348_0,3370.0,3467.0
flow_4211_0,3373.0,nan
flow_352_0,3373.0,3425.0
flow_6934_0,3378.0,3480.0
flow_1457_0,3379.0,3445.0
flow_4245_0,3381.0,nan
flow_1458_0,3382.0,3448.0
flow_354_0,3387.0,3508.0
flow_3030_0,3392.0,3463.0
flow_304_0,3393.0,3445.0
flow_758_0,3408.0,3478.0
flow_4292_0,3408.0,3460.0
flow_4312_0,3411.0,nan
flow_6583_0,3418.0,3508.0
flow_328_0,3432.0,3502.0
flow_361_0,3433.0,3513.0
flow_2997_0,3434.0,3513.0
flow_369_0,3440.0,3493.0
flow_6003_0,3442.0,3515.0
flow_372_0,3443.0,3495.0
flow_6019_0,3446.0,3498.0
flow_2546_0,3447.0,3518.0
flow_1491_0,3451.0,nan
flow_6936_0,3452.0,3523.0
flow_1492_0,3453.0,3505.0
flow_1494_0,3456.0,3508.0
flow_6940_0,3457.0,3527.0
flow_1841_0,3460.0,nan
flow_1890_0,3463.0,3532.0
flow_1503_0,3464.0,3516.0
flow_6944_0,3465.0,3535.0
flow_1908_0,3465.0,nan
flow_1919_0,3468.0,3538.0
flow_6945_0,3468.0,3538.0
flow_1507_0,3472.0,nan
flow_1513_0,3478.0,3597.0
flow_1430_0,3486.0,3555.0
flow_1516_0,3506.0,3601.0
flow_6947_0,3513.0,3582.0
flow_391_0,3515.0,3597.0
flow_400_0,3515.0,3585.0
flow_1520_0,3516.0,nan
flow_6950_0,3517.0,3587.0
flow_3033_0,3517.0,3587.0
flow_6952_0,3520.0,nan
flow_6953_0,3523.0,nan
flow_3072_0,3524.0,nan
flow_394_0,3525.0,3577.0
flow_1466_0,3525.0,3595.0
flow_1531_0,3526.0,nan
flow_398_0,3527.0,3580.0
flow_4316_0,3535.0,nan
flow_4333_0,3537.0,nan
flow_1536_0,3540.0,nan
flow_1537_0,3543.0,nan
flow_1538_0,3545.0,nan
flow_1541_0,3548.0,3601.0
flow_6954_0,3551.0,nan
flow_6568_0,3551.0,nan
flow_4360_0,3552.0,nan
flow_6955_0,3553.0,nan
flow_358_0,3553.0,nan
flow_6063_0,3553.0,nan
flow_6957_0,3555.0,nan
flow_1549_0,3562.0,nan
flow_408_0,3562.0,nan
flow_1414_0,3563.0,nan
flow_1554_0,3570.0,nan
flow_6959_0,3570.0,nan
flow_3024_0,3571.0,nan
flow_6961_0,3573.0,nan
flow_3047_0,3573.0,nan
flow_3070_0,3576.0,nan
flow_3071_0,3578.0,nan
flow_418_0,3581.0,nan
flow_1559_0,3602.0,nan
flow_5999_0,3602.0,nan
